cabang_olahraga,tahun,bulan,jenis_kelamin,jenis_pertandingan,tingkat,medali,kategori
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
esports,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
aeromodelling,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
paramotor,2022,9,,perorangan,nasional,,olahraga prestasi
Reli Mobil,2022,9,,perorangan,nasional,,olahraga prestasi
Reli Mobil,2022,9,,perorangan,nasional,,olahraga prestasi
Reli Mobil,2022,9,,perorangan,nasional,,olahraga prestasi
Reli Mobil,2022,9,,perorangan,nasional,,olahraga prestasi
Reli Mobil,2022,9,,perorangan,nasional,,olahraga prestasi
Reli Mobil,2022,9,,perorangan,nasional,,olahraga prestasi
Reli Mobil,2022,9,,perorangan,nasional,,olahraga prestasi
Reli Mobil,2022,9,,perorangan,nasional,,olahraga prestasi
Reli Mobil,2022,9,,perorangan,nasional,,olahraga prestasi
obstacle race,2023,5,,,internasional,perunggu,olahraga prestasi
obstacle race,2023,5,,,internasional,perunggu,olahraga prestasi
renang,2023,6,,,internasional,perak,olahraga difabel
renang,2023,6,,,internasional,perak,olahraga difabel
tenis meja,2023,6,,,internasional,perunggu,olahraga difabel
tenis meja,2023,6,,,internasional,perunggu,olahraga difabel
renang,2023,,,,internasional,emas,olahraga difabel
renang,2023,,,,internasional,emas,olahraga difabel
renang,2023,,,,internasional,perak,olahraga difabel
renang,2023,,,,internasional,perak,olahraga difabel
atletik,2023,,,,nasional,emas,olahraga prestasi
sepak bola,2023,,,,nasional,emas,olahraga prestasi
sepak bola,2023,,,,internasional,perunggu,olahraga prestasi
bola tangan,2023,,putri,,internasional,perunggu,olahraga prestasi
panjat tebing,2023,,,,nasional,emas,olahraga prestasi
panjat tebing,2023,,,,nasional,perak,olahraga prestasi
panjat tebing,2023,,,,nasional,perak,olahraga prestasi
judo,2023,7,,,nasional,emas,olahraga prestasi
judo,2023,7,,,nasional,perak,olahraga prestasi
judo,2023,7,,,nasional,perunggu,olahraga prestasi
judo,2023,7,,,nasional,perunggu,olahraga prestasi
judo,2023,,,,nasional,perunggu,olahraga prestasi
judo,2023,10,,,nasional,emas,olahraga prestasi
judo,2023,10,,,nasional,perunggu,olahraga prestasi
judo,2023,10,,,nasional,perunggu,olahraga prestasi
sepatu roda,2023,,,,nasional,perak,olahraga prestasi
sepatu roda,2023,8,,,nasional,perunggu,olahraga prestasi
sepatu roda,2023,,,,nasional,perunggu,olahraga prestasi
pencak silat,2023,,,,nasional,perunggu,olahraga prestasi
sepak bola,2023,,,,nasional,perunggu,olahraga prestasi
sepeda,2023,,,,nasional,perunggu,olahraga prestasi
sepeda,2023,,,,nasional,perak,olahraga prestasi
,2023,,,,nasional,perak,olahraga prestasi
,2023,,putra,,nasional,emas,olahraga prestasi
,2023,,putra,,nasional,emas,olahraga prestasi
,2023,,putra,,nasional,perak,olahraga prestasi
,2023,,putra,,nasional,perak,olahraga prestasi
,2023,,putra,,nasional,perak,olahraga prestasi
taekwondo,2023,10,putra,,nasional,perak,olahraga prestasi
taekwondo,2023,10,putra,,nasional,perak,olahraga prestasi
taekwondo,2023,8,,,nasional,perunggu,olahraga prestasi
taekwondo,2023,8,,,nasional,perunggu,olahraga prestasi
taekwondo,2023,,,,nasional,perak,olahraga prestasi
taekwondo,2023,,,,nasional,perunggu,olahraga prestasi
taekwondo,2023,,,,nasional,perunggu,olahraga prestasi
gasing,2023,6,,perorangan,nasional,perunggu,olahraga prestasi
air soft,2023,7,,perorangan,nasional,perunggu,olahraga masyarakat
air soft,2023,7,,perorangan,nasional,perunggu,olahraga masyarakat
panahan tradisional,2023,7,,perorangan,nasional,perak,olahraga masyarakat
panahan tradisional,2023,7,,perorangan,nasional,perunggu,olahraga masyarakat
esports,2023,7,,perorangan,nasional,perunggu,olahraga masyarakat
sepak bola,2023,2,,beregu,kota,,olahraga masyarakat
bulu tangkis,2023,,,perorangan,kota,,olahraga masyarakat
renang,2023,,,perorangan,kota,,olahraga masyarakat
lari,2023,11,,perorangan,kota,,olahraga masyarakat
catur,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
catur,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
catur,2023,11,putra,beregu,provinsi,emas,olahraga difabel
catur,2023,11,putra,beregu,provinsi,emas,olahraga difabel
catur,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
catur,2023,11,putri,perorangan,provinsi,perak,olahraga difabel
catur,2023,11,putri,perorangan,provinsi,perak,olahraga difabel
catur,2023,11,putra,beregu,provinsi,perak,olahraga difabel
catur,2023,11,putra,beregu,provinsi,perak,olahraga difabel
catur,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
catur,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
catur,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
catur,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
bulu tangkis,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
bulu tangkis,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
bulu tangkis,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
bulu tangkis,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
bulu tangkis,2023,11,putri,beregu,provinsi,emas,olahraga difabel
bulu tangkis,2023,11,putra,beregu,provinsi,emas,olahraga difabel
bulu tangkis,2023,11,putra,beregu,provinsi,emas,olahraga difabel
bulu tangkis,2023,11,putra,beregu,provinsi,emas,olahraga difabel
bulu tangkis,2023,11,putra,beregu,provinsi,emas,olahraga difabel
bulu tangkis,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
bulu tangkis,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
bulu tangkis,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
bulu tangkis,2023,11,putra,beregu,provinsi,perak,olahraga difabel
bulu tangkis,2023,11,putri,perorangan,provinsi,perunggu,olahraga difabel
bulu tangkis,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
bulu tangkis,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
bulu tangkis,2023,11,putra,beregu,provinsi,perunggu,olahraga difabel
bulu tangkis,2023,11,putra,beregu,provinsi,perunggu,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
angkat berat,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
tenis lap kursi roda,2023,11,putra,beregu,provinsi,perak,olahraga difabel
tenis lap kursi roda,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
sepak bola ,2023,11,putra,beregu,provinsi,emas,olahraga difabel
voli duduk,2023,11,putra,beregu,provinsi,emas,olahraga difabel
voli duduk,2023,11,putra putri,beregu,provinsi,emas,olahraga difabel
boccia,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
boccia,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
boccia,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
boccia,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
boccia,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
boccia,2023,11,putra,beregu,provinsi,perak,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
renang,2023,11,putri,perorangan,provinsi,perak,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
renang,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
tenis meja,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
tenis meja,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
tenis meja,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
tenis meja,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
tenis meja,2023,11,putra,perorangan,provinsi,emas,olahraga difabel
tenis meja,2023,11,putri,perorangan,provinsi,emas,olahraga difabel
tenis meja,2023,11,putra,beregu,provinsi,emas,olahraga difabel
tenis meja,2023,11,putri,beregu,provinsi,emas,olahraga difabel
tenis meja,2023,11,putra,beregu,provinsi,emas,olahraga difabel
tenis meja,2023,11,putra,beregu,provinsi,emas,olahraga difabel
tenis meja,2023,11,putri,beregu,provinsi,emas,olahraga difabel
tenis meja,2023,11,putra,beregu,provinsi,emas,olahraga difabel
tenis meja,2023,11,putra,beregu,provinsi,emas,olahraga difabel
tenis meja,2023,11,putri,beregu,provinsi,emas,olahraga difabel
tenis meja,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
tenis meja,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
tenis meja,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
tenis meja,2023,11,putra,perorangan,provinsi,perak,olahraga difabel
tenis meja,2023,11,putri,perorangan,provinsi,perak,olahraga difabel
tenis meja,2023,11,putra,beregu,provinsi,perak,olahraga difabel
tenis meja,2023,11,putra,beregu,provinsi,perak,olahraga difabel
tenis meja,2023,11,putra,beregu,provinsi,perak,olahraga difabel
tenis meja,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
tenis meja,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
tenis meja,2023,11,putri,perorangan,provinsi,perunggu,olahraga difabel
tenis meja,2023,11,putra,perorangan,provinsi,perunggu,olahraga difabel
tenis meja,2023,11,putri,perorangan,provinsi,perunggu,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putri,individu,provinsi,emas,olahraga difabel
atletik,2023,11,putra putri,beregu,provinsi,emas,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perak,olahraga difabel
atletik,2023,11,putra,beregu,provinsi,perak,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putri,individu,provinsi,perunggu,olahraga difabel
atletik,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
menembak,2023,11,putra,individu,provinsi,emas,olahraga difabel
menembak,2023,11,putra,individu,provinsi,emas,olahraga difabel
menembak,2023,11,putra,individu,provinsi,emas,olahraga difabel
menembak,2023,11,putra,individu,provinsi,emas,olahraga difabel
menembak,2023,11,putri,individu,provinsi,emas,olahraga difabel
menembak,2023,11,putri,individu,provinsi,emas,olahraga difabel
menembak,2023,11,putri,individu,provinsi,emas,olahraga difabel
menembak,2023,11,putra,individu,provinsi,emas,olahraga difabel
menembak,2023,11,putri,individu,provinsi,emas,olahraga difabel
menembak,2023,11,putra,beregu,provinsi,emas,olahraga difabel
menembak,2023,11,putra,beregu,provinsi,emas,olahraga difabel
menembak,2023,11,putra,beregu,provinsi,emas,olahraga difabel
menembak,2023,11,putri,beregu,provinsi,emas,olahraga difabel
menembak,2023,11,putra putri,beregu,provinsi,emas,olahraga difabel
menembak,2023,11,putri,beregu,provinsi,emas,olahraga difabel
menembak,2023,11,putra putri,beregu,provinsi,emas,olahraga difabel
menembak,2023,11,putra,beregu,provinsi,emas,olahraga difabel
menembak,2023,11,putra putri,beregu,provinsi,emas,olahraga difabel
menembak,2023,11,putra,beregu,provinsi,emas,olahraga difabel
menembak,2023,11,putra,individu,provinsi,perak,olahraga difabel
menembak,2023,11,putra,individu,provinsi,perak,olahraga difabel
menembak,2023,11,putra,individu,provinsi,perak,olahraga difabel
menembak,2023,11,putra,beregu,provinsi,perak,olahraga difabel
menembak,2023,11,putra,beregu,provinsi,perak,olahraga difabel
menembak,2023,11,putra,beregu,provinsi,perak,olahraga difabel
menembak,2023,11,putra putri,beregu,provinsi,perak,olahraga difabel
menembak,2023,11,putra putri,beregu,provinsi,perak,olahraga difabel
menembak,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
menembak,2023,11,putri,individu,provinsi,perunggu,olahraga difabel
menembak,2023,11,putri,individu,provinsi,perunggu,olahraga difabel
menembak,2023,11,putra,individu,provinsi,perunggu,olahraga difabel
menembak,2023,11,putra putri,beregu,provinsi,perunggu,olahraga difabel
panahan,2023,11,putra,individu,provinsi,emas,olahraga difabel
panahan,2023,11,putra,individu,provinsi,emas,olahraga difabel
panahan,2023,11,putra,individu,provinsi,perak,olahraga difabel
panahan,2023,11,putra,individu,provinsi,perak,olahraga difabel
panahan,2023,11,putra,individu,provinsi,perak,olahraga difabel
panahan,2023,11,putra,individu,provinsi,perak,olahraga difabel
panahan,2023,11,putra,individu,provinsi,perak,olahraga difabel
panahan,2023,11,putra,individu,provinsi,perak,olahraga difabel
panahan,2023,11,putra,individu,provinsi,perak,olahraga difabel
panahan,2023,11,putra,individu,provinsi,perak,olahraga difabel
panahan,2023,11,putra,individu,provinsi,perak,olahraga difabel
panahan,2023,11,putra,individu,provinsi,perak,olahraga difabel
goalball,2023,11,putri,beregu,provinsi,emas,olahraga difabel
goalball,2023,11,putra,beregu,provinsi,perunggu,olahraga difabel
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
sepak takraw,2023,7,,beregu,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
langkah dansa,2023,7,,perorangan,kota,,olahraga masyarakat
lato-lato,2023,7,,perorangan,kota,,olahraga masyarakat
lato-lato,2023,7,,perorangan,kota,,olahraga masyarakat
lato-lato,2023,7,,perorangan,kota,,olahraga masyarakat
lato-lato,2023,7,,perorangan,kota,,olahraga masyarakat
lato-lato,2023,7,,perorangan,kota,,olahraga masyarakat
lato-lato,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
senam,2023,7,,perorangan,kota,,olahraga masyarakat
